,rooms,type,meters,district,price,price_per_meter,terms_of_transaction,mortgage,floor 1,floor 2,living_area,window_view,repair ,type_of_house,year_at_home,parking,address,hospital_info,eat_info,school_info,average_time,toilet,balcony,elevators,service lift
0,2,квартира,63.7,р-н Приморский,15900000.0,249608.0,свободная продажа,возможна,,,,Во двор,Без ремонта,,2023.0,Подземная,"Санкт-Петербург, Белоостровская ул., 7",38,223,16,7.333333333333333,1.0,1.0,1,1
1,5,квартира,313.0,р-н Центральный,179000000.0,571885.0,свободная продажа,возможна,7.0,9.0,163.0,На улицу и двор,Дизайнерский,,2005.0,,"Санкт-Петербург, наб. Воскресенская, 4",89,570,38,5.5,3.0,2.0,1,0
2,3,квартира,98.8,р-н Приморский,19600000.0,198381.0,альтернатива,возможна,21.0,25.0,28.4,Во двор,Евроремонт,Кирпичный,2011.0,,"Санкт-Петербург, просп. Королева, 65",19,69,9,8.333333333333334,2.0,1.0,3,1
3,2,квартира,46.0,р-н Фрунзенский,8000000.0,173913.0,альтернатива,возможна,3.0,9.0,30.0,Во двор,Косметический,Кирпичный,1968.0,,"Санкт-Петербург, Альпийский пер., 15К3",23,104,7,10.0,1.0,1.0,1,0
4,3,квартира,90.1,р-н Приморский,16900000.0,187569.0,свободная продажа,возможна,12.0,17.0,33.2,На улицу,Косметический,Кирпичный,2001.0,Наземная,"Санкт-Петербург, ул. Савушкина, 117к2",17,140,2,5.333333333333333,2.0,1.0,1,1
5,2,квартира,47.0,р-н Красносельский,6500000.0,138298.0,свободная продажа,возможна,2.0,9.0,29.7,На улицу,Косметический,Кирпичный,1970.0,Наземная,"Санкт-Петербург, ул. Тамбасова, 36к1",4,28,0,0.0,1.0,1.0,1,0
6,4,квартира,280.0,р-н Центральный,392000000.0,1400000.0,свободная продажа,,3.0,4.0,162.0,На улицу и двор,Дизайнерский,Кирпичный,1832.0,,"Санкт-Петербург, наб. Кутузова, 18",105,905,48,10.5,5.0,0.0,1,0
7,2,квартира,43.4,р-н Красносельский,5900000.0,135945.0,свободная продажа,возможна,6.0,9.0,26.6,Во двор,Без ремонта,Панельный,1982.0,,"Санкт-Петербург, Стрельнинское ш., 4к2",5,24,0,23.333333333333332,1.0,1.0,1,0
8,4,квартира,280.0,р-н Центральный,392000000.0,1400000.0,свободная продажа,,3.0,4.0,140.0,,Дизайнерский,Кирпичный,,,"Санкт-Петербург, наб. Кутузова, 24",110,981,52,11.0,0.0,0.0,0,0
9,1,квартира,35.0,р-н Василеостровский,11850000.0,338571.0,переуступка,возможна,4.0,19.0,12.5,,,Монолитный,,,"Санкт-Петербург, Морской, Невская Губа территория",0,0,0,8.0,0.0,0.0,2,2
10,3,квартира,125.0,р-н Петроградский,160000000.0,1280000.0,свободная продажа,,3.0,3.0,12.0,На улицу и двор,Дизайнерский,Кирпичный,2003.0,,"Санкт-Петербург, 2-я Березовая аллея, 13-15",43,230,18,9.0,2.0,0.0,1,0
11,4,квартира,135.0,р-н Центральный,165000000.0,1222222.0,свободная продажа,,4.0,4.0,30.0,Во двор,Дизайнерский,Монолитно-кирпичный,,,"Санкт-Петербург, наб. Кутузова, 24",110,981,52,11.0,0.0,0.0,0,0
12,2,квартира,79.5,р-н Петроградский,28700000.0,361006.0,свободная продажа,возможна,4.0,8.0,29.6,На улицу и двор,Без ремонта,Монолитный,2021.0,Подземная,"Санкт-Петербург, Петровский просп., 22к2",65,236,14,9.666666666666666,2.0,1.0,1,1
13,3,квартира,125.0,р-н Петроградский,160000000.0,1280000.0,свободная продажа,,3.0,3.0,12.0,,Дизайнерский,Кирпичный,2003.0,,"Санкт-Петербург, 2-я Березовая аллея, 13-15В",0,0,0,9.333333333333334,0.0,0.0,0,0
14,2,квартира,65.77,р-н Петроградский,26000000.0,395317.0,свободная продажа,возможна,4.0,8.0,35.7,На улицу и двор,Без ремонта,Монолитный,,Подземная,"Санкт-Петербург, Ремесленная ул., 17",105,373,24,4.333333333333333,1.0,0.0,1,1
15,1,квартира,51.5,р-н Петроградский,28500000.0,553398.0,свободная продажа,возможна,2.0,11.0,12.0,Во двор,Дизайнерский,Монолитный,2022.0,Подземная,"Санкт-Петербург, Петровский просп., 11к3",53,200,13,5.0,1.0,0.0,1,0
16,4,квартира,130.1,р-н Петроградский,50000000.0,384320.0,переуступка,возможна,9.0,9.0,60.0,На улицу и двор,,Монолитный,,Подземная,"Санкт-Петербург, Посадский, Петроградская наб.",93,610,48,11.333333333333334,2.0,2.0,2,0
17,3,квартира,138.0,р-н Петроградский,147990000.0,1072391.0,свободная продажа,,3.0,5.0,33.0,На улицу,Дизайнерский,Монолитно-кирпичный,,,"Санкт-Петербург, наб. Мартынова, 62И",14,92,6,7.666666666666667,0.0,0.0,0,0
18,4,квартира,153.5,р-н Петроградский,106500000.0,693811.0,свободная продажа,,6.0,7.0,88.5,На улицу и двор,Дизайнерский,Кирпичный,2006.0,,"Санкт-Петербург, Песочная наб., 40",95,427,38,7.666666666666667,2.0,1.0,1,0
19,3,квартира,71.2,р-н Василеостровский,15150000.0,212781.0,свободная продажа,возможна,14.0,19.0,39.8,На улицу и двор,Косметический,Монолитный,2017.0,Наземная,"Санкт-Петербург, бул. Вилькицкий, 6",6,44,2,11.0,2.0,2.0,2,1
20,1,квартира,54.0,р-н Василеостровский,12500000.0,231481.0,свободная продажа,возможна,9.0,17.0,33.0,,Евроремонт,,2006.0,Наземная,"Санкт-Петербург, Морская наб., 37к5",11,60,7,13.0,0.0,2.0,2,0
21,2,квартира,42.4,р-н Кировский,10000000.0,235849.0,свободная продажа,возможна,3.0,9.0,,Во двор,Дизайнерский,Панельный,1964.0,Наземная,"Санкт-Петербург, Ленинский просп., 130К2",20,118,4,4.333333333333333,1.0,0.0,1,0
22,5,квартира,300.0,р-н Петроградский,115000000.0,383333.0,свободная продажа,возможна,4.0,4.0,144.0,На улицу и двор,Евроремонт,Кирпичный,1998.0,,"Санкт-Петербург, Константиновский просп., 26Г",38,178,16,6.0,4.0,0.0,1,0
23,3,квартира,201.8,р-н Петроградский,58320000.0,288999.0,свободная продажа,,1.0,6.0,107.1,На улицу и двор,Без ремонта,,,,"Санкт-Петербург, наб. Мартынова, 74Д",14,92,6,6.0,3.0,0.0,1,0
24,3,квартира,114.0,р-н Петроградский,50000000.0,438596.0,свободная продажа,возможна,3.0,6.0,50.6,На улицу и двор,Без ремонта,Кирпичный,,Наземная,"Санкт-Петербург, просп. Малый Петроградской стороны, 79-81-83",32,183,14,13.333333333333334,3.0,0.0,1,0
25,1,квартира,39.0,р-н Московский,8400000.0,215385.0,свободная продажа,возможна,9.0,14.0,19.3,Во двор,Косметический,Кирпичный,1983.0,Наземная,"Санкт-Петербург, Варшавская ул., 37К1",34,198,29,16.0,1.0,1.0,1,1
26,4,квартира,200.0,р-н Петроградский,275000000.0,1375000.0,свободная продажа,,6.0,6.0,79.0,,Дизайнерский,Монолитно-кирпичный,2017.0,,"Санкт-Петербург, Спортивная ул., 2",0,6,0,12.333333333333334,0.0,0.0,0,0
27,2,квартира,121.8,р-н Петроградский,47000000.0,385878.0,свободная продажа,,4.0,9.0,56.3,На улицу и двор,Дизайнерский,Монолитный,2021.0,,"Санкт-Петербург, Петровский просп., 11к2",47,175,14,9.0,3.0,0.0,1,0
28,2,квартира,55.0,р-н Красногвардейский,23000000.0,418182.0,свободная продажа,возможна,13.0,13.0,30.0,На улицу,Дизайнерский,Монолитный,2016.0,Подземная,"Санкт-Петербург, Пискаревский просп., 1",4,34,0,6.0,1.0,2.0,1,1
29,3,квартира,65.7,р-н Невский,11999999.0,182648.0,свободная продажа,возможна,3.0,9.0,42.9,На улицу и двор,Евроремонт,Панельный,1971.0,Наземная,"Санкт-Петербург, ул. Подвойского, 34к1",23,126,5,15.0,1.0,1.0,1,0
30,5,квартира,158.3,р-н Центральный,34900000.0,220467.0,свободная продажа,,3.0,5.0,68.5,На улицу и двор,Евроремонт,Кирпичный,,,"Санкт-Петербург, Суворовский просп., 23",127,1050,59,15.5,1.0,0.0,0,0
31,2,квартира,71.0,р-н Адмиралтейский,25900000.0,364789.0,свободная продажа,возможна,3.0,4.0,45.5,На улицу и двор,Дизайнерский,Кирпичный,1828.0,Открытая,"Санкт-Петербург, ул. Декабристов, 17",3,17,0,16.666666666666668,1.0,1.0,0,0
32,3,квартира,251.6,р-н Центральный,150000000.0,596184.0,свободная продажа,,1.0,7.0,67.0,,Дизайнерский,Кирпичный,1846.0,,"Санкт-Петербург, Таврическая ул., 37",92,603,36,6.0,0.0,0.0,0,0
33,2,квартира,74.1,р-н Петроградский,24350000.0,328610.0,свободная продажа,возможна,3.0,7.0,32.0,Во двор,Без ремонта,Монолитный,2021.0,,"Санкт-Петербург, ул. Рентгена, 25",81,492,35,17.0,2.0,1.0,1,0
34,4,квартира,310.0,р-н Петроградский,116900000.0,377097.0,свободная продажа,,4.0,4.0,117.0,На улицу,Дизайнерский,Кирпичный,1998.0,,"Санкт-Петербург, Константиновский просп., 26Г",38,178,16,5.0,0.0,0.0,0,0
35,3,квартира,100.0,р-н Центральный,109000000.0,1090000.0,свободная продажа,возможна,3.0,4.0,,На улицу и двор,Дизайнерский,Кирпичный,1917.0,,"Санкт-Петербург, Большая Морская ул., 6",110,1201,69,9.0,2.0,0.0,0,0
36,2,квартира,116.6,р-н Центральный,52470000.0,450000.0,свободная продажа,,7.0,7.0,34.0,,Без ремонта,Монолитный,2012.0,,"Санкт-Петербург, Стремянная ул., 15/1",174,1555,75,5.666666666666667,0.0,0.0,0,0
37,2,квартира,64.0,р-н Петроградский,29999000.0,468734.0,свободная продажа,возможна,3.0,11.0,25.0,На улицу,Дизайнерский,Монолитный,2016.0,Подземная,"Санкт-Петербург, ул. Грота, 1-3Г",90,422,41,13.666666666666666,1.0,0.0,1,0
38,2,квартира,159.3,р-н Центральный,122660000.0,769994.0,свободная продажа,,2.0,9.0,72.6,На улицу и двор,Дизайнерский,Кирпичный,2015.0,,"Санкт-Петербург, наб. Реки Фонтанки, 76к2",164,1601,80,5.666666666666667,3.0,0.0,1,1
39,2,квартира,53.4,р-н Приморский,11500000.0,215356.0,свободная продажа,возможна,8.0,20.0,32.0,Во двор,Без ремонта,Монолитный,2022.0,Наземная,"Санкт-Петербург, Комендантский просп., 65",18,64,9,8.666666666666666,2.0,2.0,2,1
40,5,квартира,363.0,р-н Петроградский,350000000.0,964187.0,свободная продажа,,7.0,7.0,243.2,На улицу и двор,Дизайнерский,,2005.0,,"Санкт-Петербург, Динамовская ул., 2",23,123,7,2.0,3.0,1.0,2,2
41,4,квартира,123.0,р-н Петроградский,65000000.0,528455.0,свободная продажа,,6.0,10.0,73.0,На улицу и двор,Дизайнерский,Кирпичный,2017.0,,"Санкт-Петербург, Петровский просп., 5",102,410,29,13.333333333333334,2.0,0.0,1,0
42,4,квартира,147.6,р-н Петроградский,96600000.0,654472.0,свободная продажа,,9.0,10.0,97.6,На улицу и двор,Дизайнерский,,2017.0,,"Санкт-Петербург, Ждановская ул., 45",73,272,15,22.0,3.0,1.0,1,0
43,4,квартира,135.0,р-н Центральный,165000000.0,1222222.0,свободная продажа,,4.0,4.0,64.7,На улицу и двор,Дизайнерский,Кирпичный,,,"Санкт-Петербург, наб. Кутузова, 24",110,981,52,11.0,2.0,0.0,1,0
44,4,квартира,119.0,р-н Петроградский,74000000.0,621849.0,свободная продажа,,8.0,9.0,74.9,На улицу и двор,Дизайнерский,,,,"Санкт-Петербург, Петровский просп., 11к3",53,200,13,13.0,2.0,0.0,1,0
45,2,квартира,70.0,р-н Выборгский,27900000.0,398571.0,свободная продажа,возможна,8.0,25.0,44.0,На улицу,Дизайнерский,Кирпичный,2008.0,Подземная,"Санкт-Петербург, Большой Сампсониевский просп., 4-6",89,553,42,12.333333333333334,1.0,1.0,3,0
46,1,квартира,38.42,р-н Выборгский,5930000.0,154347.0,переуступка,,4.0,17.0,11.5,,,Монолитный,,Наземная,"Санкт-Петербург, дор. Михайловская, 16к3",4,26,2,12.666666666666666,1.0,1.0,1,2
47,2,квартира,45.7,р-н Московский,8400000.0,183807.0,свободная продажа,возможна,1.0,9.0,29.4,На улицу,Евроремонт,Кирпичный,1971.0,,"Санкт-Петербург, просп. Космонавтов, 64",38,173,7,9.0,1.0,0.0,1,0
48,2,апартаменты,111.3,р-н Петроградский,127666888.0,1147052.0,свободная продажа,,1.0,4.0,40.0,,Без ремонта,Монолитно-кирпичный,,,"Санкт-Петербург, 1-я Березовая аллея, 7",62,301,30,7.666666666666667,0.0,0.0,0,0
49,3,квартира,109.35,р-н Петроградский,35500000.0,324646.0,свободная продажа,,2.0,9.0,63.0,,Без ремонта,Монолитный,2022.0,,"Санкт-Петербург, Петровский просп., 11к3",53,200,13,5.0,0.0,0.0,0,0
50,2,апартаменты,77.0,р-н Петроградский,38134021.0,495247.0,свободная продажа,,4.0,6.0,38.0,На улицу,Без ремонта,Монолитно-кирпичный,,,"Санкт-Петербург, Петровский просп., 2с2",118,533,37,7.333333333333333,0.0,0.0,0,0
51,2,квартира,60.1,р-н Фрунзенский,12300000.0,204659.0,свободная продажа,возможна,6.0,10.0,32.7,На улицу и двор,Евроремонт,,2005.0,Открытая,"Санкт-Петербург, Бухарестская ул., 156к1",7,44,0,9.666666666666666,1.0,1.0,1,0
52,>5,,211.0,р-н Центральный,85000000.0,402844.0,свободная продажа,,3.0,5.0,92.0,,Дизайнерский,Кирпичный,1889.0,,"Санкт-Петербург, ул. Пестеля, 13-15Б",145,1356,62,18.5,0.0,0.0,0,0
53,1,квартира,34.5,р-н Калининский,8780000.0,254493.0,свободная продажа,возможна,12.0,19.0,16.0,Во двор,Косметический,Кирпичный,2008.0,,"Санкт-Петербург, ул. Вавиловых, 7к4",21,104,3,8.0,1.0,1.0,1,1
54,2,квартира,57.4,р-н Красносельский,12500000.0,217770.0,свободная продажа,возможна,7.0,18.0,35.0,На улицу и двор,Дизайнерский,,2017.0,Подземная,"Санкт-Петербург, Ленинский просп., 56",13,45,5,15.0,1.0,1.0,1,1
55,2,квартира,82.0,р-н Петроградский,18500000.0,225610.0,свободная продажа,возможна,4.0,8.0,45.8,На улицу и двор,Евроремонт,Кирпичный,1912.0,,"Санкт-Петербург, ул. Ленина, 41",2,16,0,7.666666666666667,1.0,0.0,1,0
56,3,квартира,81.7,р-н Пушкинский,11300000.0,138311.0,свободная продажа,возможна,5.0,14.0,52.9,На улицу и двор,Косметический,Монолитный,2022.0,Подземная,"Санкт-Петербург, просп. Старорусский, 8к1",9,15,2,11.333333333333334,1.0,1.0,1,1
57,3,квартира,82.5,р-н Выборгский,32800000.0,397576.0,свободная продажа,возможна,10.0,12.0,47.8,На улицу и двор,Дизайнерский,Монолитный,2022.0,Подземная,"Санкт-Петербург, ул. Александра Матросова, 8к1",39,291,17,12.0,1.0,1.0,1,1
58,2,квартира,55.2,р-н Выборгский,24900000.0,451087.0,свободная продажа,возможна,5.0,12.0,18.0,На улицу,Дизайнерский,Монолитный,2022.0,Подземная,"Санкт-Петербург, ул. Александра Матросова, 8к1",39,291,17,12.0,1.0,1.0,1,1
59,3,квартира,73.6,р-н Невский,11800000.0,160326.0,альтернатива,возможна,14.0,16.0,43.3,Во двор,Косметический,Кирпичный,1978.0,Наземная,"Санкт-Петербург, просп. Солидарности, 10К3",16,111,3,4.5,1.0,2.0,1,1
60,3,квартира,132.0,р-н Выборгский,34000000.0,257576.0,свободная продажа,возможна,3.0,5.0,72.4,На улицу и двор,Дизайнерский,Монолитный,2010.0,,"Санкт-Петербург, Калязинская ул., 7",43,144,12,4.333333333333333,2.0,0.0,0,0
61,4,квартира,128.4,р-н Петроградский,69000000.0,537383.0,свободная продажа,,9.0,9.0,78.4,На улицу и двор,Без ремонта,Монолитный,2020.0,,"Санкт-Петербург, Аптекарский просп., 5",69,473,35,10.0,3.0,0.0,1,1
62,4,апартаменты,127.6,р-н Петроградский,67000000.0,525078.0,свободная продажа,,4.0,6.0,,На улицу и двор,Без ремонта,Кирпичный,,,"Санкт-Петербург, Петровский просп., 2",47,175,14,7.666666666666667,3.0,0.0,1,0
63,1,квартира,36.0,р-н Выборгский,6190000.0,171944.0,свободная продажа,возможна,22.0,27.0,14.6,Во двор,Евроремонт,Кирпичный,2018.0,Наземная,"Санкт-Петербург, Заречная ул., 45к2",7,78,2,8.333333333333334,1.0,1.0,2,1
64,2,квартира,48.0,р-н Московский,17900000.0,372917.0,свободная продажа,возможна,5.0,6.0,35.0,Во двор,Дизайнерский,Кирпичный,1954.0,,"Санкт-Петербург, ул. Победы, 13",0,6,0,8.333333333333334,1.0,1.0,1,0
65,2,квартира,59.2,р-н Выборгский,7310000.0,123480.0,свободная продажа,возможна,23.0,25.0,28.5,На улицу и двор,Без ремонта,Монолитный,2021.0,Подземная,"Санкт-Петербург, ул. Тихоокеанская, 1к2",2,14,0,12.0,1.0,1.0,3,1
66,1,квартира,35.7,р-н Калининский,8800000.0,246499.0,свободная продажа,возможна,3.0,25.0,18.0,Во двор,Евроремонт,,2014.0,,"Санкт-Петербург, ул. Брянцева, 13к1",29,125,5,8.333333333333334,1.0,1.0,3,1
67,3,квартира,78.1,р-н Пушкинский,9150000.0,117157.0,свободная продажа,возможна,1.0,4.0,47.9,Во двор,Косметический,Кирпичный,2010.0,,"Санкт-Петербург, ш. Колпинское, 26",4,16,0,21.333333333333332,1.0,1.0,0,0
68,2,квартира,51.0,р-н Василеостровский,8800000.0,172549.0,свободная продажа,возможна,8.0,10.0,29.0,На улицу,Косметический,Кирпичный,1974.0,Наземная,"Санкт-Петербург, ул. Кораблестроителей, 16К1",15,94,8,14.0,1.0,1.0,1,0
69,3,квартира,93.2,р-н Приморский,19780000.0,212232.0,свободная продажа,возможна,3.0,4.0,,На улицу и двор,Дизайнерский,Кирпичный,2000.0,Наземная,"Санкт-Петербург, Парашютная ул., 15",44,167,4,4.666666666666667,2.0,1.0,0,0
70,1,квартира,36.6,р-н Василеостровский,9000000.0,245902.0,свободная продажа,возможна,6.0,9.0,21.6,Во двор,Косметический,Кирпичный,1973.0,,"Санкт-Петербург, ул. Кораблестроителей, 19К1",20,104,12,12.0,1.0,1.0,2,0
71,>5,,229.0,р-н Центральный,140000000.0,611354.0,свободная продажа,,6.0,9.0,106.0,На улицу,Дизайнерский,,2005.0,,"Санкт-Петербург, Шпалерная ул., 60",82,499,32,6.0,0.0,0.0,0,0
72,3,квартира,103.95,р-н Центральный,38900000.0,374218.0,свободная продажа,,5.0,9.0,61.0,На улицу,Без ремонта,,2021.0,,"Санкт-Петербург, Миргородская ул., 20",109,893,40,14.666666666666666,0.0,0.0,0,0
73,1,квартира,40.7,р-н Приморский,13650000.0,335381.0,свободная продажа,возможна,8.0,10.0,16.8,На улицу,Без ремонта,,2022.0,Наземная,"Санкт-Петербург, Белоостровская ул., 28",36,163,13,6.666666666666667,1.0,1.0,1,1
74,3,квартира,137.0,р-н Петроградский,69900000.0,510219.0,свободная продажа,,3.0,9.0,57.0,Во двор,Косметический,Монолитный,2007.0,,"Санкт-Петербург, Кемская ул., 1",24,130,9,3.6666666666666665,0.0,0.0,0,0
75,1,квартира,37.6,р-н Красногвардейский,11850000.0,315160.0,свободная продажа,,4.0,8.0,15.9,,Евроремонт,Панельный,2019.0,,"Санкт-Петербург, ш. Революции, 12к2",16,85,5,30.0,0.0,1.0,2,0
76,>5,,354.69,р-н Центральный,395412000.0,1114810.0,свободная продажа,,3.0,6.0,238.4,На улицу и двор,Без ремонта,Кирпичный,1906.0,,"Санкт-Петербург, Захарьевская ул., 41",107,802,43,0.0,4.0,0.0,1,1
77,>5,,325.2,р-н Петроградский,165000000.0,507380.0,свободная продажа,,1.0,4.0,110.2,На улицу и двор,Без ремонта,Монолитный,1910.0,,"Санкт-Петербург, Крестовский просп., 4",61,238,20,6.333333333333333,7.0,0.0,1,0
78,2,квартира,70.0,р-н Петроградский,32000000.0,457143.0,свободная продажа,,4.0,8.0,37.8,На улицу и двор,Без ремонта,Монолитный,2021.0,,"Санкт-Петербург, Петровский просп., 22к2",65,236,14,9.666666666666666,2.0,1.0,1,0
79,2,квартира,74.4,р-н Центральный,26000000.0,349462.0,свободная продажа,возможна,3.0,7.0,55.0,Во двор,Евроремонт,Кирпичный,2007.0,,"Санкт-Петербург, 9-я Советская ул., 5",130,1048,57,16.5,2.0,1.0,1,1
80,>5,,307.22,р-н Центральный,281498000.0,916275.0,свободная продажа,,5.0,6.0,179.4,На улицу и двор,Без ремонта,Кирпичный,1906.0,,"Санкт-Петербург, Захарьевская ул., 41",107,802,43,0.0,5.0,0.0,1,1
81,>5,,211.75,р-н Центральный,106640000.0,503613.0,свободная продажа,,1.0,6.0,120.5,На улицу и двор,Без ремонта,Кирпичный,1906.0,,"Санкт-Петербург, Захарьевская ул., 41",107,802,43,0.0,3.0,0.0,1,1
82,3,квартира,122.8,р-н Центральный,122800000.0,1000000.0,свободная продажа,,2.0,7.0,40.0,На улицу и двор,Без ремонта,Монолитный,1953.0,,"Санкт-Петербург, наб. Воскресенская, 32",101,832,46,9.0,2.0,0.0,1,0
83,3,квартира,89.0,р-н Красносельский,17800000.0,200000.0,свободная продажа,возможна,7.0,20.0,53.0,На улицу и двор,Евроремонт,Монолитно-кирпичный,2013.0,Подземная,"Санкт-Петербург, ул. Адмирала Трибуца, 7",15,69,4,11.0,2.0,1.0,1,1
84,1,квартира,34.6,р-н Красносельский,12000000.0,346821.0,свободная продажа,возможна,3.0,5.0,13.8,На улицу,Косметический,,2020.0,,"Санкт-Петербург, ул. Катерников, 3",18,72,5,11.666666666666666,1.0,1.0,1,0
85,1,квартира,32.4,р-н Выборгский,5500000.0,169753.0,свободная продажа,возможна,5.0,9.0,18.0,Во двор,Косметический,Панельный,,,"Санкт-Петербург, ул. Прокофьева, 9/12",32,132,6,22.0,1.0,0.0,1,0
86,3,квартира,75.0,р-н Центральный,20790000.0,277200.0,свободная продажа,возможна,3.0,5.0,25.0,Во двор,Дизайнерский,Кирпичный,,,"Санкт-Петербург, Волоколамский пер., 1",143,1178,55,10.0,1.0,0.0,1,0
87,3,квартира,61.2,р-н Выборгский,8500000.0,138889.0,альтернатива,возможна,9.0,9.0,,На улицу,Косметический,Панельный,,,"Санкт-Петербург, просп. Луначарского, 70К1",40,150,1,6.0,1.0,1.0,1,0
88,2,квартира,53.6,р-н Центральный,10999999.0,205224.0,свободная продажа,возможна,3.0,5.0,30.5,На улицу и двор,Без ремонта,Кирпичный,1917.0,,"Санкт-Петербург, Лиговский просп., 72Б",146,1330,69,9.666666666666666,1.0,0.0,0,0
89,2,квартира,64.2,р-н Приморский,17990000.0,280218.0,свободная продажа,,5.0,15.0,35.3,,Евроремонт,Монолитный,2004.0,,"Санкт-Петербург, ул. Савушкина, 36",30,162,12,6.666666666666667,0.0,0.0,0,0
90,2,квартира,52.2,р-н Приморский,12700000.0,243295.0,альтернатива,,4.0,20.0,13.8,,Дизайнерский,Монолитный,2022.0,,"Санкт-Петербург, Комендантский просп., 65",18,64,9,8.666666666666666,0.0,1.0,3,0
91,4,квартира,244.2,р-н Петроградский,169000000.0,692056.0,свободная продажа,возможна,2.0,8.0,81.9,На улицу и двор,Дизайнерский,,2007.0,Подземная,"Санкт-Петербург, Кемская ул., 7",26,134,11,4.333333333333333,3.0,0.0,1,1
92,1,квартира,40.5,р-н Приморский,9900000.0,244444.0,свободная продажа,возможна,16.0,25.0,16.8,На улицу и двор,Косметический,,2007.0,,"Санкт-Петербург, Байконурская ул., 26",46,197,4,4.333333333333333,1.0,1.0,1,1
93,5,квартира,209.0,р-н Центральный,110000000.0,526316.0,свободная продажа,,5.0,5.0,122.0,На улицу и двор,Дизайнерский,Кирпичный,1907.0,,"Санкт-Петербург, Тверская ул., 4",11,41,3,6.0,2.0,1.0,1,0
94,1,квартира,34.0,р-н Московский,6600000.0,194118.0,свободная продажа,возможна,7.0,10.0,18.0,Во двор,Косметический,Кирпичный,1970.0,Наземная,"Санкт-Петербург, ул. Типанова, 29",32,141,12,5.0,1.0,0.0,1,0
95,4,квартира,170.7,р-н Петроградский,57900000.0,339192.0,свободная продажа,,4.0,10.0,133.3,,Дизайнерский,,2007.0,,"Санкт-Петербург, Каменноостровский просп., 40а",101,575,42,12.0,2.0,1.0,1,1
96,2,квартира,61.0,р-н Василеостровский,39500000.0,647541.0,свободная продажа,возможна,3.0,8.0,15.0,Во двор,Дизайнерский,Монолитный,2022.0,Подземная,"Санкт-Петербург, 20-я Васильевского острова линия, 5",0,0,0,4.0,1.0,0.0,2,0
97,1,квартира,36.92,р-н Колпинский,7000000.0,189599.0,свободная продажа,возможна,1.0,5.0,11.0,Во двор,Без ремонта,,2023.0,,"Санкт-Петербург, ш. Рубежное, 14",5,20,0,22.0,1.0,1.0,1,0
98,4,квартира,117.1,р-н Красносельский,18800000.0,160547.0,свободная продажа,возможна,22.0,25.0,59.1,На улицу и двор,Евроремонт,Монолитный,2013.0,,"Санкт-Петербург, Ленинский просп., 51",17,72,7,10.0,2.0,1.0,2,1
99,3,квартира,76.9,р-н Василеостровский,17300000.0,224967.0,свободная продажа,возможна,2.0,5.0,33.0,На улицу и двор,Дизайнерский,Кирпичный,1954.0,,"Санкт-Петербург, ул. Опочинина, 11",24,145,10,5.0,1.0,1.0,1,0
100,1,квартира,30.3,р-н Петроградский,8500000.0,280528.0,свободная продажа,возможна,1.0,6.0,10.6,Во двор,Евроремонт,Кирпичный,1910.0,,"Санкт-Петербург, ул. Мира, 24",112,589,44,9.0,1.0,0.0,1,0
101,3,квартира,64.3,р-н Приморский,8200000.0,127527.0,альтернатива,возможна,6.0,9.0,47.2,Во двор,Без ремонта,Панельный,1978.0,Наземная,"Санкт-Петербург, Серебристый бул., 34К1",44,183,3,4.333333333333333,1.0,1.0,1,0
102,2,квартира,50.0,р-н Московский,13990000.0,279800.0,свободная продажа,возможна,3.0,5.0,27.0,На улицу и двор,Дизайнерский,Кирпичный,1973.0,,"Санкт-Петербург, Краснопутиловская ул., 106",33,156,20,5.333333333333333,1.0,0.0,0,0
103,4,квартира,114.7,р-н Василеостровский,29700000.0,258936.0,свободная продажа,возможна,5.0,20.0,76.0,На улицу,Без ремонта,Монолитный,2023.0,Подземная,"Санкт-Петербург, ул. Челюскина, 8",6,25,1,10.0,2.0,1.0,2,0
104,3,квартира,69.0,р-н Московский,15990000.0,231739.0,свободная продажа,возможна,4.0,12.0,39.7,На улицу,Косметический,Монолитно-кирпичный,2020.0,,"Санкт-Петербург, 1-й Предпортовый проезд, 13",19,112,12,6.0,2.0,1.0,1,1
105,1,квартира,31.5,р-н Пушкинский,4990000.0,158413.0,свободная продажа,возможна,3.0,4.0,19.0,Во двор,Без ремонта,Кирпичный,1963.0,,"Санкт-Петербург, Гуммолосаровская ул., 19",5,20,0,26.333333333333332,1.0,1.0,0,0
106,2,квартира,65.2,р-н Московский,14200000.0,217791.0,свободная продажа,возможна,12.0,20.0,33.1,На улицу и двор,Евроремонт,,2016.0,Подземная,"Санкт-Петербург, ул. Среднерогатская, 9",22,103,2,7.666666666666667,2.0,2.0,1,2
107,3,квартира,57.2,р-н Московский,10500000.0,183566.0,свободная продажа,возможна,3.0,5.0,41.6,На улицу и двор,Косметический,Кирпичный,1962.0,,"Санкт-Петербург, Новоизмайловский просп., 36К1",31,178,27,13.333333333333334,1.0,1.0,0,0
108,2,квартира,52.5,р-н Калининский,8600000.0,163810.0,альтернатива,возможна,12.0,12.0,29.9,На улицу,Косметический,,1988.0,,"Санкт-Петербург, просп. Луначарского, 108К1",25,112,4,10.0,1.0,1.0,1,1
