,rooms,type,meters,district,price,price_per_meter,terms_of_transaction,mortgage,floor 1,floor 2,living_area,window_view,repair ,type_of_house,year_at_home,parking,address,hospital_info,eat_info,school_info,average_time,toilet,balcony,elevators,service lift
875,1,квартира,35.8,р-н Приморский,7800000.0,217877.0,свободная продажа,,12.0,24.0,17.0,,Без ремонта,Монолитный,2021.0,,"Санкт-Петербург, ул. Плесецкая, 21",18,62,9,9.333333333333334,1.0,1.0,2,1
876,1,квартира,37.3,р-н Приморский,7777777.0,208519.0,свободная продажа,возможна,3.0,16.0,16.7,На улицу,Косметический,Кирпичный,2006.0,,"Санкт-Петербург, Новоколомяжский просп., 11",29,57,5,6.0,1.0,0.0,1,1
877,1,квартира,37.4,р-н Московский,7800000.0,208556.0,свободная продажа,возможна,3.0,25.0,17.0,Во двор,Косметический,Монолитный,2019.0,,"Санкт-Петербург, ул. Среднерогатская, 16к5",24,133,2,23.0,1.0,1.0,2,0
878,3,квартира,41.6,р-н Кировский,7800000.0,187500.0,свободная продажа,возможна,5.0,5.0,,На улицу и двор,Дизайнерский,Монолитный,1968.0,Наземная,"Санкт-Петербург, просп. Маршала Жукова, 58К2",13,65,1,7.333333333333333,1.0,0.0,0,0
879,3,квартира,70.0,р-н Красногвардейский,7980000.0,114000.0,альтернатива,возможна,1.0,2.0,50.0,Во двор,Косметический,Кирпичный,1958.0,,"Санкт-Петербург, Беломорская ул., 40",1,2,0,14.666666666666666,1.0,0.0,0,0
880,1,квартира,46.0,р-н Невский,7999999.0,173913.0,свободная продажа,,2.0,16.0,16.9,На улицу,Евроремонт,,2004.0,Наземная,"Санкт-Петербург, Товарищеский просп., 32к1",27,149,8,8.0,1.0,1.0,1,1
881,2,квартира,47.9,р-н Кировский,7997000.0,166952.0,свободная продажа,возможна,9.0,9.0,29.7,Во двор,Евроремонт,Кирпичный,1968.0,,"Санкт-Петербург, ул. Стойкости, 13",7,29,0,9.0,1.0,1.0,1,0
882,1,квартира,35.0,р-н Невский,7900000.0,225714.0,свободная продажа,,25.0,25.0,14.0,,Евроремонт,Монолитный,2018.0,,"Санкт-Петербург, пер. Антокольский, 6",13,78,1,8.333333333333334,1.0,0.0,0,0
883,2,квартира,43.3,р-н Приморский,7999000.0,184734.0,свободная продажа,возможна,4.0,10.0,28.0,На улицу,Дизайнерский,Панельный,1973.0,Многоуровневая,"Санкт-Петербург, Аэродромная ул., 9",45,175,8,6.5,1.0,1.0,1,0
884,2,квартира,49.8,р-н Красногвардейский,7990000.0,160442.0,альтернатива,возможна,17.0,19.0,29.3,Во двор,Евроремонт,,2016.0,Наземная,"Санкт-Петербург, ул. Корнея Чуковского, 7к3",15,41,3,8.666666666666666,1.0,1.0,1,1
885,1,квартира,41.0,р-н Приморский,7990000.0,194878.0,альтернатива,возможна,9.0,10.0,20.2,Во двор,Без ремонта,Панельный,2008.0,Наземная,"Санкт-Петербург, ул. Оптиков, 49к1",26,79,2,8.0,1.0,1.0,2,0
886,2,квартира,51.5,р-н Невский,7999999.0,155340.0,альтернатива,возможна,9.0,9.0,34.0,На улицу,Косметический,Панельный,1972.0,,"Санкт-Петербург, Искровский просп., 4К2",27,143,18,10.0,1.0,0.0,1,0
887,1,квартира,40.6,р-н Невский,7900000.0,194581.0,свободная продажа,возможна,11.0,16.0,18.0,На улицу,Евроремонт,Монолитный,2014.0,,"Санкт-Петербург, Союзный просп., 6к1",26,121,16,5.333333333333333,1.0,1.0,1,1
888,1,квартира,42.6,р-н Пушкинский,7950000.0,186620.0,свободная продажа,возможна,3.0,4.0,,Во двор,Дизайнерский,Монолитно-кирпичный,2023.0,Наземная,"Санкт-Петербург, ул. Соколиная, 7к2",1,3,0,19.333333333333332,1.0,0.0,1,1
889,3,квартира,63.9,р-н Приморский,8000000.0,125196.0,свободная продажа,возможна,12.0,12.0,41.3,На улицу и двор,Без ремонта,Панельный,1975.0,,"Санкт-Петербург, просп. Испытателей, 15К1",45,174,5,6.666666666666667,1.0,1.0,1,0
890,2,квартира,53.3,р-н Красногвардейский,8000000.0,150094.0,альтернатива,,16.0,22.0,29.3,На улицу и двор,Евроремонт,Панельный,2019.0,,"Санкт-Петербург, дор. Муринская, 16к1",27,125,6,12.0,1.0,1.0,1,0
891,2,квартира,48.2,р-н Невский,8000000.0,165975.0,альтернатива,возможна,1.0,5.0,28.7,Во двор,Косметический,Кирпичный,1959.0,,"Санкт-Петербург, ул. Бабушкина, 59",16,101,1,4.666666666666667,1.0,0.0,0,0
892,2,квартира,51.13,р-н Московский,8000000.0,156464.0,свободная продажа,возможна,1.0,5.0,31.0,На улицу,Косметический,Кирпичный,1970.0,Наземная,"Санкт-Петербург, Витебский просп., 51К3",34,160,10,5.666666666666667,1.0,1.0,0,0
893,3,квартира,60.8,р-н Выборгский,8000000.0,131579.0,альтернатива,возможна,3.0,9.0,43.7,На улицу и двор,Косметический,,1975.0,,"Санкт-Петербург, ул. Кустодиева, 20К1",32,156,1,6.333333333333333,1.0,1.0,1,0
894,1,квартира,46.0,р-н Приморский,8100000.0,176087.0,свободная продажа,,4.0,10.0,18.1,Во двор,Без ремонта,Панельный,1990.0,Наземная,"Санкт-Петербург, просп. Авиаконструкторов, 14К3",35,114,10,7.0,1.0,1.0,1,0
895,2,квартира,54.1,р-н Фрунзенский,8070000.0,149168.0,свободная продажа,возможна,12.0,12.0,30.2,Во двор,Косметический,Панельный,1984.0,,"Санкт-Петербург, Малая Карпатская ул., 23К1",8,36,0,12.0,1.0,1.0,2,0
896,2,квартира,47.2,р-н Московский,8050000.0,170551.0,свободная продажа,,7.0,9.0,29.0,Во двор,Косметический,Кирпичный,1971.0,,"Санкт-Петербург, ул. Орджоникидзе, 63К2",34,186,8,10.0,1.0,1.0,1,0
897,2,квартира,49.3,р-н Василеостровский,8650000.0,175456.0,альтернатива,возможна,1.0,14.0,30.9,На улицу и двор,Косметический,Панельный,1977.0,,"Санкт-Петербург, ул. Кораблестроителей, 37В",12,80,7,9.333333333333334,1.0,0.0,1,1
898,1,квартира,38.0,р-н Фрунзенский,8700000.0,228947.0,альтернатива,возможна,11.0,20.0,16.9,Во двор,Евроремонт,Панельный,2006.0,Наземная,"Санкт-Петербург, Малая Бухарестская ул., 10к1",17,73,3,12.666666666666666,1.0,1.0,1,1
899,1,квартира,30.2,р-н Приморский,8700000.0,288079.0,свободная продажа,возможна,6.0,16.0,15.5,,Косметический,Монолитный,2015.0,,"Санкт-Петербург, Мебельная ул., 19К2",31,109,5,10.666666666666666,1.0,1.0,0,0
900,1,квартира,34.9,р-н Василеостровский,8700000.0,249284.0,свободная продажа,возможна,6.0,21.0,14.4,Во двор,Без ремонта,Монолитный,2023.0,,"Санкт-Петербург, ул. Челюскина, 8",6,25,1,11.333333333333334,1.0,1.0,2,0
901,2,квартира,41.7,р-н Центральный,8699000.0,208609.0,свободная продажа,возможна,2.0,5.0,25.9,На улицу,Евроремонт,Кирпичный,1962.0,Наземная,"Санкт-Петербург, Днепропетровская ул., 45",96,708,37,10.0,1.0,1.0,0,0
902,2,квартира,56.4,р-н Невский,8799000.0,156011.0,альтернатива,возможна,24.0,24.0,25.1,На улицу и двор,Дизайнерский,,2017.0,Многоуровневая,"Санкт-Петербург, ул. Русановская, 16к1",5,17,0,10.0,2.0,1.0,1,2
903,1,квартира,35.0,р-н Московский,8850000.0,252857.0,свободная продажа,возможна,15.0,19.0,11.5,Во двор,Дизайнерский,Монолитный,2020.0,Подземная,"Санкт-Петербург, ул. Среднерогатская, 16к2",20,112,2,7.333333333333333,1.0,1.0,2,0
904,2,квартира,54.0,р-н Приморский,8850000.0,163889.0,свободная продажа,возможна,10.0,12.0,28.3,,Без ремонта,Панельный,1989.0,Наземная,"Санкт-Петербург, просп. Авиаконструкторов, 39К1",29,91,8,7.333333333333333,1.0,1.0,1,1
905,3,квартира,62.16,р-н Невский,8800000.0,141570.0,свободная продажа,возможна,2.0,9.0,43.0,На улицу и двор,Косметический,Панельный,1969.0,,"Санкт-Петербург, ул. Тельмана, 32К1",16,104,10,6.0,1.0,2.0,1,0
906,2,квартира,51.0,р-н Василеостровский,8800000.0,172549.0,свободная продажа,возможна,8.0,10.0,29.0,На улицу,Косметический,Кирпичный,1974.0,Наземная,"Санкт-Петербург, ул. Кораблестроителей, 16К1",15,94,8,14.0,1.0,1.0,1,0
907,2,квартира,54.5,р-н Невский,8900000.0,163303.0,свободная продажа,возможна,1.0,12.0,31.9,Во двор,Евроремонт,Панельный,1985.0,Открытая,"Санкт-Петербург, ул. Латышских Стрелков, 5К1",15,124,10,9.0,1.0,0.0,1,0
908,1,квартира,40.5,р-н Калининский,8900000.0,219753.0,свободная продажа,,3.0,25.0,15.3,Во двор,Косметический,,2017.0,,"Санкт-Петербург, Бестужевская ул., 7к3",26,94,3,7.666666666666667,1.0,1.0,0,0
909,1,квартира,40.0,р-н Василеостровский,8950000.0,223750.0,свободная продажа,возможна,10.0,16.0,,,Без ремонта,Панельный,2023.0,Подземная,"Санкт-Петербург, просп. Крузенштерна, 2",7,46,5,28.0,1.0,0.0,1,1
910,1,квартира,35.5,р-н Невский,8999000.0,253493.0,свободная продажа,возможна,18.0,18.0,11.8,Во двор,Косметический,Монолитный,2020.0,Многоуровневая,"Санкт-Петербург, ул. Дыбенко, 5к1",24,134,14,6.0,1.0,1.0,2,1
911,3,квартира,66.2,р-н Невский,8900000.0,134441.0,альтернатива,,2.0,5.0,52.8,На улицу и двор,Косметический,,1932.0,Наземная,"Санкт-Петербург, просп. Обуховской обороны, 95К1",20,110,13,5.333333333333333,1.0,0.0,0,0
912,3,квартира,57.1,р-н Выборгский,8900000.0,155867.0,альтернатива,возможна,4.0,9.0,29.2,Во двор,Косметический,,1980.0,Наземная,"Санкт-Петербург, ул. Асафьева, 12К1",39,165,3,8.333333333333334,1.0,2.0,1,0
913,1,квартира,34.89,р-н Калининский,8990000.0,257667.0,переуступка,возможна,6.0,23.0,13.8,Во двор,,Монолитный,,,"Санкт-Петербург, Полюстровский просп., 75",33,151,5,4.333333333333333,1.0,1.0,0,0
914,2,квартира,65.8,р-н Пушкинский,9000000.0,136778.0,свободная продажа,возможна,6.0,10.0,37.0,На улицу и двор,Евроремонт,Панельный,2007.0,Наземная,"Санкт-Петербург, Пушкинская ул., 34",1,5,0,8.0,1.0,1.0,1,0
915,1,квартира,31.23,р-н Московский,9000000.0,288184.0,переуступка,возможна,7.0,12.0,14.1,,,Монолитно-кирпичный,,,"Санкт-Петербург, Новоизмайловское, Предпортовая территория",0,0,0,27.0,0.0,1.0,0,0
916,3,квартира,60.0,р-н Приморский,9000000.0,150000.0,альтернатива,возможна,4.0,10.0,42.7,Во двор,Косметический,,1977.0,,"Санкт-Петербург, Парашютная ул., 12",43,181,3,10.333333333333334,1.0,1.0,1,1
917,1,квартира,42.09,р-н Василеостровский,9000000.0,213828.0,переуступка,возможна,10.0,13.0,15.9,Во двор,,Монолитный,,,"Санкт-Петербург, Гавань, бул. Головнина",9,59,7,6.0,1.0,1.0,1,1
918,2,квартира,51.3,р-н Невский,9100000.0,177388.0,свободная продажа,возможна,1.0,12.0,28.2,Во двор,Косметический,Панельный,1994.0,,"Санкт-Петербург, ул. Джона Рида, 9",15,134,10,7.333333333333333,1.0,0.0,1,1
919,1,квартира,36.26,р-н Невский,9100000.0,250965.0,переуступка,возможна,5.0,15.0,11.4,На улицу,,Монолитный,,Подземная,"Санкт-Петербург, Дальневосточный просп., 19к1",31,163,13,6.666666666666667,1.0,0.0,1,1
920,2,квартира,58.1,р-н Невский,9200000.0,158348.0,свободная продажа,возможна,23.0,24.0,30.0,Во двор,Евроремонт,,2023.0,Многоуровневая,"Санкт-Петербург, ул. Русановская, 18к8",4,9,0,10.666666666666666,1.0,1.0,4,0
921,3,квартира,55.65,р-н Выборгский,9300000.0,167116.0,свободная продажа,,5.0,5.0,39.4,Во двор,Без ремонта,Кирпичный,1962.0,,"Санкт-Петербург, Гданьская ул., 14Б",31,115,11,7.0,1.0,0.0,0,0
922,1,квартира,32.5,р-н Приморский,9880000.0,304000.0,свободная продажа,,4.0,20.0,16.5,Во двор,Косметический,Монолитный,2019.0,,"Санкт-Петербург, Комендантский просп., 60к3",19,66,9,0.0,0.0,1.0,2,1
923,2,квартира,57.8,р-н Невский,10000000.0,173010.0,свободная продажа,возможна,14.0,23.0,32.5,,Евроремонт,Монолитный,2015.0,,"Санкт-Петербург, ул. Русановская, 19к3",4,9,0,10.666666666666666,1.0,1.0,1,1
924,3,квартира,58.75,р-н Фрунзенский,10000000.0,170213.0,свободная продажа,возможна,4.0,10.0,,На улицу,Евроремонт,Панельный,1967.0,Наземная,"Санкт-Петербург, ул. Белы Куна, 15К1",14,88,0,8.0,1.0,1.0,1,0
925,1,квартира,44.4,р-н Выборгский,10000000.0,225225.0,свободная продажа,возможна,12.0,25.0,18.0,,Евроремонт,Кирпичный,2010.0,,"Санкт-Петербург, Выборгское ш., 17к1",0,0,0,5.666666666666667,1.0,1.0,0,0
926,2,квартира,54.7,р-н Приморский,9990000.0,182633.0,свободная продажа,возможна,7.0,12.0,32.3,На улицу,Косметический,Панельный,1989.0,,"Санкт-Петербург, просп. Королева, 49",30,108,9,6.333333333333333,1.0,1.0,1,1
927,2,квартира,38.8,р-н Василеостровский,9990000.0,257474.0,свободная продажа,возможна,13.0,15.0,14.0,Во двор,Дизайнерский,Монолитный,,Подземная,"Санкт-Петербург, просп. Крузенштерна, 2с1",9,66,7,28.0,1.0,1.0,1,1
928,1,квартира,30.89,р-н Невский,10100000.0,326967.0,переуступка,возможна,10.0,17.0,14.2,На улицу,,Монолитный,,Наземная,"Санкт-Петербург, Фарфоровская ул., 7к2",19,119,1,8.333333333333334,1.0,1.0,1,1
929,2,квартира,58.89,р-н Московский,10150000.0,172355.0,переуступка,возможна,1.0,5.0,26.0,Во двор,,Монолитный,,,"Санкт-Петербург, Пулковское ш., 99к6",7,53,2,24.666666666666668,2.0,1.0,1,0
930,2,квартира,53.6,р-н Фрунзенский,10199595.0,190291.0,свободная продажа,возможна,10.0,16.0,29.4,Во двор,Косметический,Кирпичный,1990.0,,"Санкт-Петербург, Будапештская ул., 104К2",16,88,3,8.0,1.0,2.0,2,0
931,2,квартира,47.8,р-н Приморский,10200000.0,213389.0,свободная продажа,возможна,25.0,26.0,27.6,На улицу,Евроремонт,Панельный,2022.0,Наземная,"Санкт-Петербург, наб. Реки Каменки, 21к1",4,7,1,12.333333333333334,1.0,1.0,1,2
932,2,квартира,51.1,р-н Красносельский,10300000.0,201566.0,свободная продажа,возможна,3.0,12.0,27.0,,Евроремонт,Монолитный,2022.0,,"Санкт-Петербург, просп. Ветеранов, 185к2",6,26,0,15.666666666666666,1.0,1.0,1,1
933,2,квартира,47.9,р-н Красносельский,10290000.0,214823.0,свободная продажа,возможна,5.0,12.0,27.0,Во двор,Дизайнерский,Панельный,1986.0,,"Санкт-Петербург, ул. Маршала Казакова, 28к1",17,76,5,5.666666666666667,1.0,1.0,2,0
934,3,квартира,56.7,р-н Красносельский,10290000.0,181481.0,альтернатива,,7.0,9.0,38.2,,,Кирпичный,,Наземная,"Санкт-Петербург, просп. Народного ополчения, 225",4,25,0,11.333333333333334,2.0,1.0,1,0
935,2,квартира,61.0,р-н Приморский,10250000.0,168033.0,свободная продажа,возможна,16.0,20.0,30.5,Во двор,Косметический,Панельный,2017.0,,"Санкт-Петербург, просп. Королева, 73",19,64,9,9.333333333333334,1.0,1.0,2,0
936,3,квартира,65.8,р-н Курортный,10350000.0,157295.0,альтернатива,,3.0,4.0,36.7,Во двор,,Кирпичный,1987.0,,"Санкт-Петербург, Решетниково территория, 12",0,0,0,0.0,1.0,2.0,0,0
937,2,квартира,52.2,р-н Кировский,10500000.0,201149.0,альтернатива,возможна,6.0,6.0,27.2,На улицу и двор,Косметический,Кирпичный,1939.0,,"Санкт-Петербург, ул. Новостроек, 3",14,83,5,9.0,1.0,1.0,1,0
938,2,квартира,56.0,р-н Приморский,10500000.0,187500.0,альтернатива,возможна,5.0,22.0,30.0,Во двор,Косметический,,2017.0,,"Санкт-Петербург, аллея Арцеуловская, 23к1",12,53,8,10.666666666666666,1.0,1.0,1,1
939,1,квартира,44.1,р-н Приморский,10500000.0,238095.0,свободная продажа,возможна,6.0,24.0,15.4,На улицу,Евроремонт,Кирпичный,2002.0,,"Санкт-Петербург, Коломяжский просп., 20",45,179,6,10.333333333333334,2.0,1.0,1,1
940,3,квартира,66.4,р-н Пушкинский,10500000.0,158133.0,альтернатива,возможна,1.0,5.0,48.0,На улицу и двор,Косметический,Кирпичный,1965.0,,"Санкт-Петербург, бул. Алексея Толстого, 22",10,94,2,18.0,1.0,0.0,0,0
941,1,квартира,54.0,р-н Пушкинский,10490000.0,194259.0,свободная продажа,возможна,4.0,4.0,14.8,,Косметический,Монолитный,2021.0,,"Санкт-Петербург, ул. Образцовая, 6к3",1,3,0,17.0,1.0,0.0,0,0
942,1,квартира,45.4,р-н Приморский,10500000.0,231278.0,альтернатива,возможна,7.0,17.0,17.0,На улицу,Евроремонт,Кирпичный,2006.0,Наземная,"Санкт-Петербург, Новоколомяжский просп., 11",29,57,5,6.0,1.0,1.0,1,1
943,1,квартира,34.7,р-н Приморский,10590000.0,305187.0,альтернатива,возможна,18.0,25.0,9.0,На улицу,Евроремонт,Монолитный,2018.0,Подземная,"Санкт-Петербург, Комендантский просп., 58к1",19,66,9,9.0,1.0,1.0,1,1
944,1,квартира,38.7,р-н Калининский,10650000.0,275194.0,свободная продажа,возможна,7.0,19.0,16.5,,Косметический,Монолитный,2011.0,,"Санкт-Петербург, Гжатская ул., 22к3",27,115,4,10.666666666666666,1.0,1.0,1,1
945,3,квартира,69.9,р-н Выборгский,10700000.0,153076.0,свободная продажа,возможна,7.0,9.0,45.0,Во двор,Без ремонта,Панельный,1975.0,,"Санкт-Петербург, просп. Культуры, 22К1",25,102,0,6.666666666666667,1.0,0.0,1,0
946,3,квартира,72.3,р-н Красногвардейский,10850000.0,150069.0,свободная продажа,,5.0,9.0,43.7,Во двор,Косметический,,1984.0,,"Санкт-Петербург, просп. Наставников, 28К2",17,92,4,7.666666666666667,1.0,1.0,1,0
947,3,квартира,75.6,р-н Калининский,11500000.0,152116.0,альтернатива,возможна,4.0,5.0,45.5,Во двор,Без ремонта,Кирпичный,1901.0,,"Санкт-Петербург, ул. Комиссара Смирнова, 4Б",56,287,17,10.0,2.0,0.0,0,0
948,1,квартира,41.7,р-н Пушкинский,11480000.0,275300.0,альтернатива,возможна,4.0,4.0,10.0,На улицу,Дизайнерский,Монолитный,2021.0,Наземная,"Санкт-Петербург, ул. Образцовая, 6к1",1,3,0,17.0,1.0,0.0,1,0
949,1,квартира,42.8,р-н Невский,11500000.0,268692.0,переуступка,возможна,15.0,18.0,15.8,Во двор,,Монолитно-кирпичный,,,"Санкт-Петербург, Октябрьская наб., 40",26,120,13,6.333333333333333,1.0,1.0,2,0
950,1,квартира,46.4,р-н Выборгский,11500000.0,247845.0,свободная продажа,,9.0,18.0,15.2,На улицу,,Кирпичный,2001.0,,"Санкт-Петербург, просп. Луначарского, 64А",33,123,5,0.0,1.0,1.0,1,1
951,3,квартира,72.9,р-н Пушкинский,11450000.0,157064.0,альтернатива,возможна,1.0,4.0,45.4,Во двор,Косметический,Кирпичный,2007.0,,"Санкт-Петербург, Саперная ул., 36к7",6,44,0,24.333333333333332,1.0,0.0,0,0
952,3,квартира,66.2,р-н Невский,11500000.0,173716.0,альтернатива,возможна,7.0,10.0,41.5,На улицу и двор,Без ремонта,Кирпичный,1977.0,,"Санкт-Петербург, ул. Шотмана, 7к1",20,119,12,9.333333333333334,1.0,1.0,1,0
953,2,квартира,50.75,р-н Приморский,11500000.0,226601.0,свободная продажа,,12.0,24.0,26.6,На улицу,Дизайнерский,Монолитно-кирпичный,2020.0,Наземная,"Санкт-Петербург, ул. Плесецкая, 10",13,60,8,10.666666666666666,1.0,1.0,3,1
954,3,квартира,69.4,р-н Приморский,11500000.0,165706.0,альтернатива,,9.0,10.0,39.5,На улицу и двор,Косметический,Кирпичный,1989.0,Наземная,"Санкт-Петербург, просп. Авиаконструкторов, 4К1",32,136,6,11.0,1.0,1.0,1,0
955,1,квартира,52.8,р-н Московский,11500000.0,217803.0,свободная продажа,возможна,16.0,17.0,19.8,Во двор,Дизайнерский,,2021.0,,"Санкт-Петербург, ул. Федора Котанова, 3к2",25,112,2,18.0,1.0,1.0,1,1
956,2,квартира,56.9,р-н Красногвардейский,11500000.0,202109.0,свободная продажа,возможна,1.0,5.0,36.4,Во двор,Евроремонт,Кирпичный,1955.0,Наземная,"Санкт-Петербург, Таллинская ул., 14",29,161,6,5.5,1.0,0.0,0,0
957,1,квартира,41.7,р-н Красносельский,11500000.0,275779.0,свободная продажа,возможна,11.0,16.0,17.7,Во двор,Евроремонт,Монолитный,2010.0,Подземная,"Санкт-Петербург, Петергофское ш., 53",11,62,4,12.0,1.0,0.0,1,1
958,1,квартира,43.6,р-н Красносельский,11499000.0,263739.0,свободная продажа,возможна,3.0,12.0,,Во двор,Дизайнерский,Монолитный,2019.0,Подземная,"Санкт-Петербург, просп. Героев, 30",18,67,5,0.0,1.0,1.0,1,1
959,2,квартира,55.3,р-н Красносельский,11600000.0,209765.0,свободная продажа,,20.0,20.0,38.3,На улицу,Евроремонт,Монолитный,2019.0,Наземная,"Санкт-Петербург, ул. Маршала Казакова, 70к1",13,47,6,9.333333333333334,1.0,1.0,2,2
960,2,квартира,62.0,р-н Выборгский,11580000.0,186774.0,свободная продажа,возможна,14.0,25.0,33.4,На улицу,Евроремонт,Кирпичный,2011.0,,"Санкт-Петербург, ул. Михаила Дудина, 25к1",19,95,3,8.333333333333334,1.0,0.0,4,1
961,3,квартира,69.0,р-н Выборгский,11600000.0,168116.0,свободная продажа,возможна,23.0,27.0,37.8,На улицу и двор,Косметический,Кирпичный,2021.0,Наземная,"Санкт-Петербург, ул. Шишкина, 291к1",7,48,2,9.666666666666666,2.0,1.0,2,1
962,2,квартира,48.5,р-н Василеостровский,11799000.0,243278.0,свободная продажа,возможна,3.0,15.0,28.0,,Без ремонта,,,,"Санкт-Петербург, Гавань, Морская Набережная жилой комплекс",0,0,0,28.0,2.0,1.0,1,1
963,2,квартира,52.6,р-н Выборгский,11690000.0,222243.0,свободная продажа,возможна,16.0,24.0,29.0,,Дизайнерский,Монолитный,2013.0,,"Санкт-Петербург, Выборгское ш., 35к1",18,59,5,7.333333333333333,1.0,1.0,1,1
964,2,квартира,55.5,р-н Приморский,11699000.0,210793.0,переуступка,возможна,4.0,13.0,30.5,На улицу,,Монолитно-кирпичный,,Наземная,"Санкт-Петербург, Юнтолово, Тайм Сквер жилой комплекс",0,0,0,12.333333333333334,2.0,1.0,1,1
965,2,квартира,60.3,р-н Невский,11700000.0,194030.0,свободная продажа,возможна,4.0,6.0,38.2,На улицу,Без ремонта,Кирпичный,1951.0,,"Санкт-Петербург, ул. Седова, 88",15,77,0,0.0,1.0,1.0,0,0
966,3,квартира,66.2,р-н Приморский,11700000.0,176737.0,альтернатива,возможна,4.0,12.0,40.4,На улицу и двор,Дизайнерский,Панельный,1990.0,Наземная,"Санкт-Петербург, просп. Авиаконструкторов, 24",28,88,9,7.666666666666667,1.0,1.0,1,1
967,2,квартира,56.5,р-н Приморский,11650000.0,206195.0,свободная продажа,возможна,8.0,25.0,27.4,На улицу и двор,Евроремонт,Панельный,2016.0,Наземная,"Санкт-Петербург, ш. Суздальское, 26к2",2,10,1,11.0,1.0,1.0,3,0
968,1,квартира,32.9,р-н Адмиралтейский,11700000.0,355623.0,свободная продажа,,3.0,10.0,15.5,На улицу,Косметический,Монолитный,2018.0,Подземная,"Санкт-Петербург, ул. Парфеновская, 11к1",54,323,20,16.0,1.0,1.0,1,1
969,1,квартира,37.1,р-н Приморский,11750000.0,316712.0,переуступка,возможна,7.0,14.0,11.4,Во двор,,Монолитный,,,"Санкт-Петербург, Чёрная речка, Белоостровская ул.",37,169,16,8.333333333333334,1.0,1.0,1,1
970,2,квартира,63.5,р-н Приморский,11760000.0,185197.0,альтернатива,,4.0,9.0,39.0,На улицу,Косметический,Панельный,2006.0,Открытая,"Санкт-Петербург, Туристская ул., 38к2",23,70,4,7.666666666666667,1.0,1.0,1,1
971,1,квартира,30.51,р-н Василеостровский,11790000.0,386431.0,переуступка,возможна,6.0,12.0,14.2,,,Монолитно-кирпичный,,,"Санкт-Петербург, Остров Декабристов, Уральская ул.",91,359,20,19.0,0.0,1.0,0,0
972,2,квартира,54.1,р-н Василеостровский,12700000.0,234750.0,свободная продажа,возможна,7.0,13.0,24.3,На улицу,Без ремонта,,2024.0,Многоуровневая,"Санкт-Петербург, ул. Чирикова, 5",0,0,0,13.0,2.0,1.0,1,1
973,1,квартира,39.17,р-н Приморский,12740000.0,325249.0,свободная продажа,возможна,12.0,14.0,14.9,На улицу и двор,Без ремонта,,2023.0,Подземная,"Санкт-Петербург, Белоостровская ул., 10к2",41,234,18,13.666666666666666,1.0,1.0,1,1
974,2,квартира,61.0,р-н Красносельский,12700000.0,208197.0,свободная продажа,возможна,17.0,21.0,29.9,Во двор,Евроремонт,Панельный,2012.0,Наземная,"Санкт-Петербург, просп. Кузнецова, 11к2",15,61,7,7.666666666666667,1.0,1.0,3,0
975,3,квартира,61.1,р-н Василеостровский,12790000.0,209329.0,свободная продажа,,14.0,15.0,39.8,,Без ремонта,Панельный,2023.0,,"Санкт-Петербург, просп. Крузенштерна, 2",7,46,5,0.0,1.0,0.0,2,1
976,1,квартира,47.0,р-н Калининский,12790000.0,272128.0,свободная продажа,возможна,9.0,13.0,19.0,На улицу,Дизайнерский,Кирпичный,2011.0,Многоуровневая,"Санкт-Петербург, ул. Васенко, 12",18,80,4,6.333333333333333,1.0,1.0,2,1
977,2,квартира,64.4,р-н Выборгский,12990000.0,201708.0,свободная продажа,возможна,4.0,5.0,34.0,На улицу и двор,Косметический,Кирпичный,1917.0,,"Санкт-Петербург, ул. Смолячкова, 15-17",64,342,15,3.6666666666666665,1.0,0.0,0,0
978,2,квартира,53.4,р-н Невский,12965000.0,242790.0,альтернатива,возможна,19.0,26.0,26.0,На улицу,Дизайнерский,Кирпичный,2016.0,Открытая,"Санкт-Петербург, просп. Александровской фермы, 8",13,80,1,8.666666666666666,1.0,2.0,4,0
979,3,квартира,120.4,р-н Центральный,12900000.0,107143.0,свободная продажа,,4.0,5.0,61.1,На улицу и двор,Косметический,Кирпичный,1879.0,Наземная,"Санкт-Петербург, ул. Марата, 70а-70б",144,1273,60,9.666666666666666,2.0,0.0,0,0
980,2,квартира,54.63,р-н Приморский,12900000.0,236134.0,свободная продажа,возможна,7.0,14.0,23.9,Во двор,Евроремонт,Монолитный,2022.0,,"Санкт-Петербург, аллея Арцеуловская, 17",6,30,3,13.333333333333334,1.0,1.0,2,0
981,3,квартира,55.0,р-н Приморский,12900000.0,234545.0,свободная продажа,возможна,3.0,5.0,37.9,Во двор,Дизайнерский,Кирпичный,1969.0,Многоуровневая,"Санкт-Петербург, Школьная ул., 70",8,15,2,5.666666666666667,1.0,1.0,0,0
982,1,квартира,39.5,р-н Московский,13000000.0,329114.0,свободная продажа,возможна,2.0,18.0,18.5,Во двор,Евроремонт,Кирпичный,2016.0,,"Санкт-Петербург, Заставская ул., 46к2",32,178,9,9.666666666666666,1.0,1.0,1,1
983,3,квартира,70.0,р-н Приморский,13000000.0,185714.0,свободная продажа,возможна,7.0,12.0,43.5,На улицу и двор,Евроремонт,,1979.0,Наземная,"Санкт-Петербург, Богатырский просп., 9",48,239,9,8.0,1.0,1.0,2,0
